dededd,0,2024-12-04 04:10:18,None
dededd,6,2024-12-04 04:10:19,None
frfff,0,2024-12-04 04:10:26,None
frfff,0,2024-12-04 04:10:27,None
frfff,0,2024-12-04 04:10:29,None
frfff,0,2024-12-04 04:10:29,3.438
deedede,0,2024-12-04 04:37:45,None
deedede,0,2024-12-04 04:37:46,None
deedede,0,2024-12-04 04:37:47,None
deedede,0,2024-12-04 04:37:47,None
deedede,0,2024-12-04 04:37:47,2.757
dddeded,0,2024-12-04 04:40:53,None
dddeded,0,2024-12-04 04:40:53,None
dddeded,0,2024-12-04 04:40:54,None
dddeded,0,2024-12-04 04:40:54,2.284
dededed,0,2024-12-04 04:41:20,None
dededed,0,2024-12-04 04:41:20,None
dededed,0,2024-12-04 04:41:21,None
dededed,0,2024-12-04 04:41:21,None
dededed,0,2024-12-04 04:41:21,2.147
frfrfrfrf,1,2024-12-04 04:44:06,None
frfrfrfrf,1,2024-12-04 04:44:06,None
frfrfrfrf,1,2024-12-04 04:44:07,None
frfrfrfrf,7,2024-12-04 04:44:08,None
frfrfrfrf,7,2024-12-04 04:44:08,None
frfrfrfrf,7,2024-12-04 04:44:08,2.927
ijiej,0,2024-12-04 05:29:39,None
ijiej,0,2024-12-04 05:29:41,None
ijiej,0,2024-12-04 05:29:42,None
ijiej,0,2024-12-04 05:29:42,7.611
ffrfrfr,1,2024-12-04 06:17:54,None
ffrfrfr,1,2024-12-04 06:17:55,None
kkkkk,0,2024-12-04 06:18:02,None
kkkkk,1,2024-12-04 06:18:02,None
kkkkk,1,2024-12-04 06:18:03,None
dededed,1,2024-12-04 06:18:25,None
dededed,1,2024-12-04 06:18:26,None
dededed,1,2024-12-04 06:18:27,None
dededed,1,2024-12-04 06:18:28,None
dededed,1,2024-12-04 06:18:28,None
dededed,1,2024-12-04 06:18:28,4.292
ddeded,0,2024-12-04 08:17:09,None
ddeded,0,2024-12-04 08:17:10,None
ddeded,1,2024-12-04 08:17:10,None
odjsodsjd,0,2024-12-04 08:17:18,None
odjsodsjd,0,2024-12-04 08:17:19,None
odjsodsjd,0,2024-12-04 08:17:19,None
odjsodsjd,0,2024-12-04 08:17:19,2.53
jjdiejdie,0,2024-12-04 09:19:59,None
jjdiejdie,0,2024-12-04 09:19:59,None
jjdiejdie,0,2024-12-04 09:20:00,None
